,Property ID,Building name,Street address,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,x coordinate,y coordinate,Street level
3107,103201,Unknown building name,291-293 Elizabeth Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9617,-37.8118,Elizabeth Street
3108,105745,St Francis Church Carpark,322 Lonsdale Street MELBOURNE 3000,7.0,Parking - Commercial Covered,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9626,-37.8116,Lonsdale Street
3109,105961,Causeway House,304-306 Little Collins Street MELBOURNE 3000,8.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9643,-37.8147,Little Collins Street
3110,106915,Unknown building name,29 Niagara Lane MELBOURNE 3000,2.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9613,-37.813,Niagara Lane
3111,105740,OTC Building,382-384 Lonsdale Street MELBOURNE 3000,5.0,Educational/Research,Low level of accessibility,All entrances have steps,1.0,144.961,-37.8124,Lonsdale Street
3112,105447,Unknown building name,285-287 La Trobe Street MELBOURNE 3000,1.0,Unoccupied - Under Construction,Low level of accessibility,All entrances have steps,1.0,144.9608,-37.8107,La Trobe Street
3113,566514,Unknown building name,362 Little Collins Street MELBOURNE 3000,4.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9625,-37.8153,Little Collins Street
3114,110670,365 Little Collins Street,363-367 Little Collins Street MELBOURNE 3000,11.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9628,-37.8158,Little Collins Street
3115,103328,River View House,274-282 Flinders Street MELBOURNE 3000,17.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9651,-37.8176,Flinders Street
3116,109283,Unknown building name,185-189 Swanston Street MELBOURNE 3000,1.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9651,-37.8133,Swanston Street
3117,109299,Unknown building name,271 Swanston Street MELBOURNE 3000,2.0,Unoccupied - Under Renovation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9646,-37.8119,Swanston Street
3118,109264,55 Swanston Street,45-63 Swanston Street MELBOURNE 3000,15.0,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9666,-37.8163,Swanston Street
3119,103932,Flinders Lane Apartments,161-163 Flinders Lane MELBOURNE 3000,7.0,Commercial Accommodation,Low level of accessibility,All entrances have steps,1.0,144.9691,-37.816,Flinders Lane
3120,105839,Unknown building name,193-195 Little Bourke Street MELBOURNE 3000,3.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9668,-37.8122,Little Bourke Street
3121,105964,Shocko House (Historic Name),188-194 Little Collins Street MELBOURNE 3000,6.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9676,-37.8139,Little Collins Street
3122,101199,Midtown Plaza,246-260 Bourke Street MELBOURNE 3000,8.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9658,-37.8129,Bourke Street
3123,110728,Unknown building name,2-6 Rankins Lane MELBOURNE 3000,3.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.962,-37.8138,Rankins Lane
3124,109290,Unknown building name,237 Swanston Street MELBOURNE 3000,3.0,Unoccupied - Under Renovation,Low level of accessibility,All entrances have steps,1.0,144.9648,-37.8124,Swanston Street
3125,103318,Hoddle House,326-332 Little Collins Street MELBOURNE 3000,5.0,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9639,-37.8151,Little Collins Street
3126,106011,Reddans Building,283-285 Little Lonsdale Street MELBOURNE 3000,3.0,Storage,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9636,-37.8109,Little Lonsdale Street
3127,103179,Orbit House,183-185 Elizabeth Street MELBOURNE 3000,3.0,Unoccupied - Under Renovation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9628,-37.814,Elizabeth Street
3128,102598,Dovers Building,5-7 Drewery Lane MELBOURNE 3000,8.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9638,-37.8111,Drewery Lane
3129,109281,Swanston House,163-165 Swanston Street MELBOURNE 3000,7.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9655,-37.8139,Swanston Street
3130,105890,Unknown building name,172-176 Little Bourke Street MELBOURNE 3000,2.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9671,-37.8119,Little Bourke Street
3131,106037,Unknown building name,324-328 Little Lonsdale Street MELBOURNE 3000,3.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9599,-37.8117,Little Lonsdale Street
3132,105878,The Sun Wei Building,242-244 Little Bourke Street MELBOURNE 3000,6.0,Unoccupied - Under Renovation,Low level of accessibility,All entrances have steps,1.0,144.9656,-37.8121,Little Bourke Street
3133,101784,Unknown building name,18 Celestial Avenue MELBOURNE 3000,2.0,Unoccupied - Under Renovation,Low level of accessibility,All entrances have steps,1.0,144.9664,-37.8118,Celestial Avenue
3134,105925,Carson House,287-289 Little Collins Street MELBOURNE 3000,3.0,Hospital/Clinic,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.965,-37.815,Little Collins Street
3135,635138,Unknown building name,13 Heffernan Lane MELBOURNE 3000,1.0,Unoccupied - Under Renovation,Low level of accessibility,All entrances have steps,1.0,144.9666,-37.8118,Heffernan Lane
3136,103182,Moloneys Apartments,197-199 Elizabeth Street MELBOURNE 3000,5.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9627,-37.8138,Elizabeth Street
3137,105917,The Victoria Hotel,209-221 Little Collins Street MELBOURNE 3000,9.0,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9671,-37.8145,Little Collins Street
3138,102091,357 Collins Street,351-357 Collins Street MELBOURNE 3000,26.0,Office,High level of accessibility,Main Entrance has ramp,3.0,144.9628,-37.8172,Collins Street
3139,109389,Unknown building name,247-255 Lonsdale Street MELBOURNE 3000,3.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9651,-37.8117,Lonsdale Street
3140,597186,Galleria,385 Bourke Street MELBOURNE 3000,4.0,Parking - Commercial Covered,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9629,-37.8149,Bourke Street
3141,105452,Unknown building name,315-321 La Trobe Street MELBOURNE 3000,7.0,Unoccupied - Under Construction,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.96,-37.811,La Trobe Street
3142,587670,Unknown building name,180 Lonsdale Street MELBOURNE 3000,24.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9657,-37.8107,Lonsdale Street
3143,105883,Unknown building name,208-210 Little Bourke Street MELBOURNE 3000,3.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9664,-37.812,Little Bourke Street
3144,103173,APA Building,43-53 Elizabeth Street MELBOURNE 3000,5.0,Unoccupied - Unused,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9642,-37.8171,Elizabeth Street
3145,105449,The Duke of Kent Hotel,293-299 La Trobe Street MELBOURNE 3000,3.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9605,-37.8108,La Trobe Street
3146,103187,The Nova,219-233 Elizabeth Street MELBOURNE 3000,18.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9623,-37.8132,Elizabeth Street
3147,103206,Unknown building name,307-311 Elizabeth Street MELBOURNE 3000,2.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9616,-37.8115,Elizabeth Street
3148,109398,226 Swanston St,226-228 Swanston Street MELBOURNE 3000,5.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9655,-37.8125,Swanston Street
3149,101137,Tivoli Arcade,235-251 Bourke Street MELBOURNE 3000,17.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9666,-37.8138,Bourke Street
3150,101132,Unknown building name,205-207 Bourke Street MELBOURNE 3000,3.0,Storage,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9674,-37.8133,Bourke Street
3151,109397,Latham House,230-238 Swanston Street MELBOURNE 3000,4.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.9654,-37.8123,Swanston Street
3152,103198,Michaels Building,263-269 Elizabeth Street MELBOURNE 3000,3.0,Storage,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9621,-37.8125,Elizabeth Street
3153,105955,Quest Fairfax House,392-396 Little Collins Street MELBOURNE 3000,5.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9615,-37.8156,Little Collins Street
3154,106012,St Ffrancis Church Monastry,326 Lonsdale Street MELBOURNE 3000,5.0,Institutional Accommodation,Low level of accessibility,All entrances have steps,1.0,144.9626,-37.8116,Lonsdale Street
3155,105873,Campton House,362-364 Little Bourke Street MELBOURNE 3000,5.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9617,-37.8133,Little Bourke Street
3156,105694,Unknown building name,233-237 Lonsdale Street MELBOURNE 3000,3.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9655,-37.8116,Lonsdale Street
3157,104780,Unknown building name,11 Heffernan Lane MELBOURNE 3000,4.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9666,-37.8119,Heffernan Lane
3158,105496,Former GMK House,36-40 La Trobe Street MELBOURNE 3000,2.0,Unoccupied - Unused,High level of accessibility,Main Entrance has ramp,3.0,144.9676,-37.8081,La Trobe Street
3159,101127,Bourke House,143-153 Russell Street MELBOURNE 3000,6.0,Unoccupied - Under Renovation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.968,-37.8131,Russell Street
3160,108553,Unknown building name,225-229 Russell Street MELBOURNE 3000,1.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9671,-37.8113,Russell Street
3161,103944,Tomasetti House,277-279 Flinders Lane MELBOURNE 3000,7.0,Educational/Research,Low level of accessibility,All entrances have steps,1.0,144.9653,-37.8172,Flinders Lane
3162,109289,CGI Business Centre,258-264 Little Bourke Street MELBOURNE 3000,12.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9648,-37.8125,Little Bourke Street
3163,101148,405 Bourke Street,405-411 Bourke Street MELBOURNE 3000,5.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9619,-37.8149,Bourke Street
3164,101139,Leviathon Stores Building,271-281 Bourke Street MELBOURNE 3000,6.0,Retail - Shop,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9654,-37.8139,Bourke Street
3165,105705,Niagara Hotel,383-387 Lonsdale Street MELBOURNE 3000,3.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9612,-37.8128,Lonsdale Street
3166,104662,Hardware Court,106-112 Hardware Street MELBOURNE 3000,4.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9607,-37.8121,Hardware Street
3167,105927,Unknown building name,313-315 Little Collins Street MELBOURNE 3000,8.0,Workshop/Studio,Low level of accessibility,All entrances have steps,1.0,144.9643,-37.8152,Little Collins Street
3168,103190,Cuisine World,245-247 Elizabeth Street MELBOURNE 3000,3.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.9622,-37.8129,Elizabeth Street
3169,105690,Unknown building name,203-207 Lonsdale Street MELBOURNE 3000,3.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9664,-37.8113,Lonsdale Street
3170,108968,Unknown building name,613-639 Little Collins Street MELBOURNE 3000,24.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9544,-37.8182,Little Collins Street
3171,105869,Hardware House,386-392 Little Bourke Street MELBOURNE 3000,7.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9611,-37.8136,Little Bourke Street
3172,109400,Modok House,216-220 Swanston Street MELBOURNE 3000,3.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.9656,-37.8127,Swanston Street
3173,105742,Askew House,364-372 Lonsdale Street MELBOURNE 3000,7.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9615,-37.8122,Lonsdale Street
3174,108534,Unknown building name,150-154 Collins Street MELBOURNE 3000,14.0,Unoccupied - Under Construction,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9682,-37.8143,Collins Street
3175,102149,Clyde House,182 Collins Street MELBOURNE 3000,9.0,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9674,-37.8148,Collins Street
3176,101145,London Stores,341-357 Bourke Street MELBOURNE 3000,10.0,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9637,-37.8144,Bourke Street
3177,109390,Denyers Building,264-266 Swanston Street MELBOURNE 3000,5.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9651,-37.8118,Swanston Street
3178,102139,Permanent Trustee House,294-296 Collins Street MELBOURNE 3000,7.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9644,-37.8159,Collins Street
3179,101205,NSW CHAMBERS,190-192 Bourke Street MELBOURNE 3000,7.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.9675,-37.8127,Bourke Street
3180,606670,Building 11,124 La Trobe Street MELBOURNE 3000,3.0,Unoccupied - Unused,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9646,-37.8082,La Trobe Street
3181,108101,Unknown building name,224-236 Queen Street MELBOURNE 3000,12.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9602,-37.8132,Queen Street
3182,108112,Unknown building name,400-404 Little Collins Street MELBOURNE 3000,6.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9614,-37.8158,Little Collins Street
