furniture_id,furniture_description,furniture_class,furniture_type,furniture_location,furniture_latitude,furniture_longitude
1742440,Seat - Straight Seat - Wooden Battens - Type 2 - Bellair Street Reserve,Outdoor Furniture,Seat,"Craigieburn Railway approximately 28m NE of 222 Bellair Street, Kensington, 3031",-37.79496153246937, 144.9307531241509
1742441,Seat - Straight Seat - Wooden Battens - Type 2 - Bellair Street Reserve,Outdoor Furniture,Seat,"Craigieburn Railway approximately 21m East of 230 Bellair Street, Kensington, 3031",-37.79524251935064, 144.9307377882714
1742442,Seat - Straight Seat - Wooden Battens - Type 2 - Bellair Street Reserve,Outdoor Furniture,Seat,"Craigieburn Railway approximately 13m North of Bellair Street Reserve, Bellair Street, Kensington, 3031",-37.795374700824745, 144.9308597029657
1742443,Picnic Setting - Urban Design Style - Bellair Street Reserve,Outdoor Furniture,Picnic Setting,"Craigieburn Railway approximately 14m SE of Bellair Street Reserve, Bellair Street, Kensington, 3031",-37.79559633214363, 144.93086669245656
1742445,Picnic Setting - Urban Design Style - Bellair Street Reserve,Outdoor Furniture,Picnic Setting,"Craigieburn Railway approximately 6m SE of Bellair Street Reserve, Bellair Street, Kensington, 3031",-37.795519270989736, 144.9308455617539
1742447,Seat - Platform Style - Bellair Street Reserve,Outdoor Furniture,Seat,"Craigieburn Railway approximately 20m North of Bellair Street Reserve, Bellair Street, Kensington, 3031",-37.79531117026927, 144.93084444086213
1742495,Barbeque - Urban Design Single Hotplate,Outdoor Furniture,Barbeque,"Craigieburn Railway approximately 10m South of Bellair Street Reserve, Bellair Street, Kensington, 3031",-37.79557201558579, 144.93078549022908
1742496,Litter Bin - Steel 80L Litter Bin - Bellair Street Reserve,Outdoor Furniture,Litter Bin,"Intersection of Bellair Street and Wolseley Parade approximately 6m West of Bellair Street Reserve, Bellair Street, Kensington, 3031",-37.79548765443891, 144.93073355997032
1742497,Litter Bin - Steel 80L Litter Bin - Bellair Street Reserve,Outdoor Furniture,Litter Bin,"Intersection of Bellair Street and Wolseley Parade approximately 6m West of Bellair Street Reserve, Bellair Street, Kensington, 3031",-37.795494435858075, 144.93073484708904
1742589,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,St Kilda Road between Yarra River and Southbank Boulevard,-37.82112064674507, 144.9694326440548
1742590,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,St Kilda Road between Yarra River and Southbank Boulevard,-37.8211318865448, 144.96943642579498
1742600,Seat - Stainless Steel Seat - Fixed,Outdoor Furniture,Seat,"Marmion Place from Aquitania Way approximately 19m North of Laurel Beauty And Spa, 9 Marmion Place, Docklands, 3008",-37.813454577257964, 144.9427046091311
1742601,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Marmion Place from Aquitania Way approximately 21m North of Laurel Beauty And Spa, 9 Marmion Place, Docklands, 3008",-37.81343201948916, 144.94273908609873
1742602,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Marmion Place from Aquitania Way approximately 24m North of Laurel Beauty And Spa, 9 Marmion Place, Docklands, 3008",-37.81339963266042, 144.94274225702802
1742603,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Marmion Place from Aquitania Way approximately 23m North of Laurel Beauty And Spa, 9 Marmion Place, Docklands, 3008",-37.813408389568885, 144.94276893549198
1742604,Drinking Fountain - Stainless Steel Drinking Fountain - Old Docklands Type,Outdoor Furniture,Drinking Fountain,"Marmion Place from Aquitania Way approximately 21m North of Laurel Beauty And Spa, 9 Marmion Place, Docklands, 3008",-37.813427946638626, 144.94277418583766
1742605,Seat - Stainless Steel Seat - Fixed,Outdoor Furniture,Seat,"Marmion Place from Aquitania Way approximately 18m North of Laurel Beauty And Spa, 9 Marmion Place, Docklands, 3008",-37.813454850071565, 144.94277696038947
1742606,Seat - Stainless Steel Seat - Fixed,Outdoor Furniture,Seat,"Marmion Place from Aquitania Way approximately 13m North of Laurel Beauty And Spa, 9 Marmion Place, Docklands, 3008",-37.81349977616312, 144.94277968900957
1742627,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Observation Drive between Pearl River Road and Waterfront Way approximately 92m NW of Urban Alley Brewery, Shop G09, 12 Star Circus, Docklands, 3008",-37.81147473278289, 144.93621780417894
1742628,Seat - Timber Seat with Aluminium Legs - Docklands,Outdoor Furniture,Seat,"Victoria Harbour Promenade approximately 47m NE of 925A Collins Street, Docklands, 3008",-37.819990803250604, 144.94011837727595
1742629,Seat - Timber Seat with Aluminium Legs - Docklands,Outdoor Furniture,Seat,"Victoria Harbour Promenade approximately 41m NE of 925A Collins Street, Docklands, 3008",-37.82002878853392, 144.94006949425517
1742630,Seat - Timber Seat with Aluminium Legs - Docklands,Outdoor Furniture,Seat,"Victoria Harbour Promenade approximately 40m NE of 925A Collins Street, Docklands, 3008",-37.820015888979995, 144.94001725463605
1742631,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Outdoor Furniture,Litter Bin,"Victoria Harbour Promenade approximately 43m NE of 925A Collins Street, Docklands, 3008",-37.820033216567786, 144.94011140432372
1742632,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Outdoor Furniture,Litter Bin,"Victoria Harbour Promenade approximately 45m NE of 925A Collins Street, Docklands, 3008",-37.82001655299454, 144.9401118676116
1742633,Seat - Timber Seat with Aluminium Legs - Docklands,Outdoor Furniture,Seat,"Victoria Harbour Promenade approximately 57m West of 34 Tom Thumb Lane, Docklands, 3008",-37.81994366025223, 144.9403186069119
1742634,Seat - Timber Seat with Aluminium Legs - Docklands,Outdoor Furniture,Seat,"Victoria Harbour Promenade approximately 50m West of 34 Tom Thumb Lane, Docklands, 3008",-37.819917297431715, 144.94040340602044
1742635,Seat - Timber Seat with Aluminium Legs - Docklands,Outdoor Furniture,Seat,"Victoria Harbour Promenade approximately 44m West of 34 Tom Thumb Lane, Docklands, 3008",-37.819893777173434, 144.94048585399426
1742636,Seat - Timber Seat with Aluminium Legs - Docklands,Outdoor Furniture,Seat,"Victoria Harbour Promenade approximately 38m West of 105 Victoria Harbour Promenade, Docklands, 3008",-37.81986836332836, 144.94056824094775
1742638,Seat - Stainless Steel Straight Seat - Docklands,Outdoor Furniture,Seat,"Victoria Harbour Promenade approximately 11m North of 105 Victoria Harbour Promenade, Docklands, 3008",-37.819862184374585, 144.94097238476044
1742639,Seat - Stainless Steel Straight Seat - Docklands,Outdoor Furniture,Seat,"Victoria Harbour Promenade approximately 14m NW of 95 Victoria Harbour Promenade, Docklands, 3008",-37.81978204938504, 144.94115671708622
1742640,Seat - Stainless Steel Straight Seat - Docklands,Outdoor Furniture,Seat,"Victoria Harbour Promenade approximately 16m North of 95 Victoria Harbour Promenade, Docklands, 3008",-37.81970013247864, 144.94134223455254
1743737,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Swanston Street between Queensberry Street and Lincoln Square South approximately 3m West of Manhattan Terrace, 554 Swanston Street, Carlton, 3053",-37.803712628713704, 144.96355221088905
1743745,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Karlsruhe Lane between Collins Street and Keera Way approximately 5m SE of Ibean On Collins, 5 Karlsruhe Lane, Docklands, 3008",-37.82128140458952, 144.94537581305232
1743746,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Karlsruhe Lane between Collins Street and Keera Way approximately 18m SE of Lifestyle Working Collins Street, 21 Karlsruhe Lane, Docklands, 3008",-37.82091979810366, 144.94542423961457
1743751,Seat - Stainless Steel Straight Seat - Docklands,Outdoor Furniture,Seat,"Bourke Street between Cumberland Street and Collins Street approximately 24m East of Saluministi, 892 Bourke Street, Docklands, 3008",-37.82040417157032, 144.94146842580008
1743752,Seat - Stainless Steel Straight Seat - Docklands,Outdoor Furniture,Seat,"Bourke Street between Cumberland Street and Collins Street approximately 17m East of Saluministi, 892 Bourke Street, Docklands, 3008",-37.82042142038355, 144.94139319524197
1743753,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Bourke Street between Cumberland Street and Collins Street approximately 16m SW of Harbour Tea, 874 Bourke Street, Docklands, 3008",-37.82037175812849, 144.94157316020642
1743754,Litter Bin - Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Bourke Street between Cumberland Street and Collins Street approximately 13m SW of Harbour Tea, 874 Bourke Street, Docklands, 3008",-37.82036402323651, 144.9416049569413
1743757,Litter Bin - Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Bourke Street between Cumberland Street and Collins Street approximately 8m SW of 860 Bourke Street, Docklands, 3008",-37.82019314317415, 144.94222259513728
1743758,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Bourke Street between Cumberland Street and Collins Street approximately 7m SW of 860 Bourke Street, Docklands, 3008",-37.82018891655843, 144.94224372916955
1743759,Litter Bin - Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Bourke Street between Cumberland Street and Collins Street approximately 22m NE of Billy Barista, 861 Bourke Street, Docklands, 3008",-37.82035208230443, 144.94228804701882
1743760,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Bourke Street between Cumberland Street and Collins Street approximately 21m NE of Billy Barista, 861 Bourke Street, Docklands, 3008",-37.82035470193477, 144.9422780907388
1743763,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Bourke Street between Cumberland Street and Collins Street approximately 9m NW of Knowledge Market, 892 Collins Street, Docklands, 3008",-37.82053799823663, 144.94167476126697
1743764,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Bourke Street between Cumberland Street and Collins Street approximately 8m NW of Knowledge Market, 892 Collins Street, Docklands, 3008",-37.82055025294188, 144.94166953583607
1743765,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Bourke Street between Cumberland Street and Collins Street approximately 14m SE of Saluministi, 892 Bourke Street, Docklands, 3008",-37.820529414785184, 144.94131782882013
1743766,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Bourke Street between Cumberland Street and Collins Street approximately 16m SE of Saluministi, 892 Bourke Street, Docklands, 3008",-37.82052707120533, 144.94134356843819
1743772,Drinking Fountain - Stainless Steel Drinking Fountain - Old Docklands Type,Outdoor Furniture,Drinking Fountain,"Convesso approximately 4m SW of Metropolitan Shop Melbourne, 81 Victoria Harbour Promenade, Docklands, 3008",-37.819668916851825, 144.9417577515994
1743774,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Victoria Harbour Promenade approximately 11m South of Metropolitan Shop Melbourne, 81 Victoria Harbour Promenade, Docklands, 3008",-37.81974444948316, 144.94178950693927
1743781,Drinking Fountain - Stainless Steel Drinking Fountain - Old Docklands Type,Outdoor Furniture,Drinking Fountain,"Waterside Place between Bourke Street and Victoria Harbour Promenade approximately 8m West of Min, 868 Bourke Street, Docklands, 3008",-37.82016422388396, 144.9419807414183
1743783,Litter Bin - Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Bourke Street between Cumberland Street and Collins Street approximately 5m South of 850 Bourke Street, Docklands, 3008",-37.820097029406526, 144.94254982932068
1743784,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Bourke Street between Cumberland Street and Collins Street approximately 5m SE of 850 Bourke Street, Docklands, 3008",-37.82008994022007, 144.9425721788324
1743785,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Bourke Street between Cumberland Street and Collins Street approximately 5m South of Dockland Cellars, 848 Bourke Street, Docklands, 3008",-37.82009021601816, 144.9425879620358
1743787,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Waterside Place between Bourke Street and Victoria Harbour Promenade approximately 10m North of On Three Photography & Cinematic, 870 Bourke Street, Docklands, 3008",-37.820174257519156, 144.94188969356063
1743790,Seat - Stainless Steel Straight Seat - Docklands,Outdoor Furniture,Seat,"Waterside Place between Bourke Street and Victoria Harbour Promenade approximately 9m South of Homes For Now, 6 Waterside Place, Docklands, 3008",-37.82013064265165, 144.94196713298223
1743791,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Collins Landing approximately 93m SE of Pony Boy, Tenancy 4, 845 Collins Street, Docklands, 3008",-37.82215624680113, 144.9447243291861
1743792,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Collins Landing approximately 90m SE of Pony Boy, Tenancy 4, 845 Collins Street, Docklands, 3008",-37.82214352479511, 144.94468730557995
1743803,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Collins Landing approximately 69m SE of Pony Boy, Tenancy 4, 845 Collins Street, Docklands, 3008",-37.82200533788023, 144.94451482227313
1743804,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Collins Landing approximately 60m SE of Pony Boy, Tenancy 4, 845 Collins Street, Docklands, 3008",-37.82191937174457, 144.944504824321
1743805,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Collins Landing approximately 57m SE of Pony Boy, Tenancy 4, 845 Collins Street, Docklands, 3008",-37.821838464708826, 144.94458329873618
1743807,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Collins Landing approximately 48m South of Chia Chia, 2-4 Import Lane, Docklands, 3008",-37.82175522897644, 144.94495687215553
1743808,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Collins Landing approximately 85m SE of Pony Boy, Tenancy 4, 845 Collins Street, Docklands, 3008",-37.822162724688006, 144.9445327224507
1743809,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Collins Landing approximately 88m SE of Pony Boy, Tenancy 4, 845 Collins Street, Docklands, 3008",-37.822177802039754, 144.9445497995425
1743810,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Collins Street between Merchant Street and Bourke Street approximately 15m SE of Lendlease Victoria Harbour, 890-892 Collins Street, Docklands, 3008",-37.82068326783734, 144.9419892716334
1743811,Litter Bin - Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Collins Street between Merchant Street and Bourke Street approximately 17m SE of Lendlease Victoria Harbour, 890-892 Collins Street, Docklands, 3008",-37.82068634591832, 144.94200554514026
1743812,Seat - Stainless Steel Seat - Fixed,Outdoor Furniture,Seat,"Collins Street between Merchant Street and Bourke Street approximately 19m SE of Lendlease Victoria Harbour, 890-892 Collins Street, Docklands, 3008",-37.82069331945052, 144.94203329807593
1075449,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Spring Street between Little Bourke Street and Lonsdale Street approximately 11m North of Holmes Colleges Australia Pty Ltd, 185 Spring Street, Melbourne, 3000",-37.81026479744875, 144.97238704929626
